label=GoogleLES build_tabular end-to-end
samples=13373 sample_rate=0.05
format=flat sortedby=count mincount=5

   Count  Overhead File                                                                                                                        Line Function
     698         0 @HTTP/src/HTTP.jl                                                                                                           321 kwcall(::@NamedTuple{query::Dict{String, String}}, ::typeof(HTTP.request), method::String, url::String, h::Dict{String, String})
     698         0 @HTTP/src/HTTP.jl                                                                                                           526 get(::String, ::Vararg{Any}; kw::Base.Pairs{Symbol, Dict{String, String}, Nothing, @NamedTuple{query::Dict{String, String}}})
     698         0 @HTTP/src/HTTP.jl                                                                                                           526 kwcall(::@NamedTuple{query::Dict{String, String}}, ::typeof(HTTP.get), ::String, ::Vararg{Any})
     704       704 @URIs/src/parseutils.jl                                                                                                       6 RegexAndMatchData
     704         0 @URIs/src/URIs.jl                                                                                                           114 uri_reference_regex_f
     704         0 @Base/iddict.jl                                                                                                             171 get!(default::typeof(URIs.uri_reference_regex_f), d::IdDict{Any, Any}, key::Any)
     720         0 @Base/dict.jl                                                                                                               108 Dict
     720         0 @StructUtils/src/StructUtils.jl                                                                                             167 initialize
     736       736 @Base/range.jl                                                                                                              921 iterate
     736         0 @Base/array.jl                                                                                                              164 vect
     736         0 @HTTP/src/Messages.jl                                                                                                       327 bodylength(r::HTTP.Messages.Response)
     736         0 @HTTP/src/Streams.jl                                                                                                        163 startread(http::HTTP.Streams.Stream{HTTP.Messages.Response, HTTP.Connections.Connection{OpenSSL.SSLStream}})
     752       752 @HTTP/src/clientlayers/MessageRequest.jl                                                                                     47 (::HTTP.MessageRequest.var"#makerequest#messagelayer##0"{HTTP.MessageRequest.var"#makerequest#1#messagelayer##1"{HTTP.RedirectRequest.var"#…
     784       784 @Base/boot.jl                                                                                                               498 Box
     800         0 @Base/stream.jl                                                                                                             406 wait_readnb(x::Sockets.TCPSocket, nb::Int64)
     816       816 @Base/strings/io.jl                                                                                                         110 sprint(::typeof(join), ::Vector{String}, ::Vararg{Any}; context::Nothing, sizehint::Int64)
     896         0 @Base/array.jl                                                                                                              158 vect
     960         0 @HTTP/src/clientlayers/HeadersRequest.jl                                                                                     20 (::HTTP.HeadersRequest.var"#defaultheaders#headerslayer##0"{HTTP.HeadersRequest.var"#defaultheaders#1#headerslayer##1"{HTTP.CookieRequest.v…
     992       992 @Base/channels.jl                                                                                                           199 close
     992         0 @Base/task.jl                                                                                                               607 sync_end(c::Channel{Any})
    1024         0 @Zarr/src/metadata.jl                                                                                                        60 typestr(s::String, filterlist::Nothing)
    1024         0 @Zarr/src/metadata.jl                                                                                                       170 Zarr.Metadata(d::Dict{Any, Any}, fill_as_missing::Bool)
    1056         0 @Base/dict.jl                                                                                                               159 rehash!(h::Dict{Any, Any}, newsz::Int64)
    1056      1056 @Base/iddict.jl                                                                                                              86 setindex!
    1088         0 @HTTP/src/clientlayers/MessageRequest.jl                                                                                     15 mkreqheaders
    1096         0 @Base/channels.jl                                                                                                           452 put_unbuffered(c::Channel{Any}, v::Tuple{Base.RefValue{Any}, Tuple{CartesianIndex{4}}})
    1120      1120 @HTTP/src/clientlayers/MessageRequest.jl                                                                                     24 (::HTTP.MessageRequest.var"#makerequest#messagelayer##0"{HTTP.MessageRequest.var"#makerequest#1#messagelayer##1"{HTTP.RedirectRequest.var"#…
    1120         0 @HTTP/src/cookies.jl                                                                                                        225 readsetcookies(h::Vector{Pair{SubString{String}, SubString{String}}})
    1120         0 @HTTP/src/cookiejar.jl                                                                                                       63 getcookies!(jar::HTTP.Cookies.CookieJar, url::URIs.URI, now::Dates.DateTime)
    1152      1152 @Base/task.jl                                                                                                              1157 try_yieldto(undo::typeof(Base.ensure_rescheduled))
    1152         0 @Base/task.jl                                                                                                              1229 wait()
    1160         0 @OpenSSL/src/ssl.jl                                                                                                         663 macro expansion
    1168      1168 @Base/refvalue.jl                                                                                                             8 RefValue
    1179         0 @JSON/src/parse.jl                                                                                                          336 lift
    1179         0 @JSON/src/parse.jl                                                                                                          358 lift(style::JSON.JSONReadStyle{Dict, Nothing}, ::Type{String}, x::JSON.LazyValue{String}, tags::@NamedTuple{})
    1184      1184 @Base/range.jl                                                                                                              917 iterate
