label=GoogleLES build_tabular end-to-end
samples=13451 sample_rate=0.05
format=flat sortedby=count mincount=5

    Count  Overhead File                                                                                                                        Line Function
     1304         0 @Base/condition.jl                                                                                                          136 wait
     1304         0 @Base/task.jl                                                                                                               312 _wait(t::Task)
     1312      1312 @Base/dict.jl                                                                                                               249 ht_keyindex(h::Dict{Tuple{AbstractString, AbstractString, Bool, Bool, Bool}, Vector{HTTP.Connections.Connection{OpenSSL.SSLStream}}}, key::Tup…
     1312         0 @Base/dict.jl                                                                                                               476 getindex
     1312         0 @ConcurrentUtilities/src/pools.jl                                                                                           185 macro expansion
     1312         0 @ConcurrentUtilities/src/pools.jl                                                                                           179 release(pool::ConcurrentUtilities.Pools.Pool{Tuple{AbstractString, AbstractString, Bool, Bool, Bool}, HTTP.Connections.Connection{OpenSSL.SSLS…
     1312         0 @HTTP/src/Connections.jl                                                                                                    475 #releaseconnection#17
     1312         0 @HTTP/src/Connections.jl                                                                                                    473 kwcall(::@NamedTuple{iofunction::Nothing, decompress::Nothing, verbose::Int64, status_exception::Bool}, ::typeof(HTTP.Connections.releaseconne…
     1344         0 @Base/array.jl                                                                                                              812 _collect
     1344         0 @Base/array.jl                                                                                                              732 collect_similar
     1344         0 @Base/abstractarray.jl                                                                                                     3372 map
     1344         0 @HTTP/src/clientlayers/MessageRequest.jl                                                                                     15 mkreqheaders
     1344         0 @Base/stream.jl                                                                                                            1081 uv_write(s::Sockets.TCPSocket, p::Ptr{UInt8}, n::UInt64)
     1360         0 @Base/array.jl                                                                                                              728 collect
     1360         0 @Base/strings/util.jl                                                                                                       899 #split#428
     1376         0 @HTTP/src/clientlayers/HeadersRequest.jl                                                                                     20 (::HTTP.HeadersRequest.var"#defaultheaders#headerslayer##0"{HTTP.HeadersRequest.var"#defaultheaders#1#headerslayer##1"{HTTP.CookieRequest.var"…
     1376         0 @HTTP/src/cookies.jl                                                                                                        225 readsetcookies(h::Vector{Pair{SubString{String}, SubString{String}}})
     1376      1376 @URIs/src/URIs.jl                                                                                                           435 unescapeuri(str::SubString{String})
     1376         0 @HTTP/src/clientlayers/HeadersRequest.jl                                                                                     19 (::HTTP.HeadersRequest.var"#defaultheaders#headerslayer##0"{HTTP.HeadersRequest.var"#defaultheaders#1#headerslayer##1"{HTTP.CookieRequest.var"…
     1376         0 @HTTP/src/Messages.jl                                                                                                       361 header
     1376         0 @HTTP/src/Streams.jl                                                                                                         75 startwrite(http::HTTP.Streams.Stream{HTTP.Messages.Response, HTTP.Connections.Connection{OpenSSL.SSLStream}})
     1440      1440 @HTTP/src/Streams.jl                                                                                                         10 Stream
     1440         0 @HTTP/src/Streams.jl                                                                                                         39 HTTP.Streams.Stream(r::HTTP.Messages.Response, io::HTTP.Connections.Connection{OpenSSL.SSLStream})
     1440         0 @HTTP/src/clientlayers/ConnectionRequest.jl                                                                                 121 (::HTTP.ConnectionRequest.var"#connections#connectionlayer##0"{HTTP.ConnectionRequest.var"#connections#1#connectionlayer##1"{HTTP.TimeoutReque…
     1440      1440 @Base/reshapedarray.jl                                                                                                       50 reshape
     1440         0 @Base/reshapedarray.jl                                                                                                      130 reshape
     1440         0 @Base/abstractarraymath.jl                                                                                                   41 vec
     1440         0 @Zarr/src/Compressors/blosc.jl                                                                                               36 zuncompress!
     1440         0 @Zarr/src/Compressors/Compressors.jl                                                                                         60 zuncompress!
     1504         0 @Base/dict.jl                                                                                                               147 rehash!(h::Dict{Any, Any}, newsz::Int64)
     1520         0 @Base/abstractarray.jl                                                                                                      830 similar
     1536        16 @Base/array.jl                                                                                                              664 _similar_for
     1584      1584 @Base/iddict.jl                                                                                                              86 setindex!
     1632      1632 @HTTP/src/Messages.jl                                                                                                        98 Response
     1664      1664 @HTTP/src/clientlayers/MessageRequest.jl                                                                                     24 (::HTTP.MessageRequest.var"#makerequest#messagelayer##0"{HTTP.MessageRequest.var"#makerequest#1#messagelayer##1"{HTTP.RedirectRequest.var"#red…
     1680      1680 @Base/task.jl                                                                                                              1056 schedule
     1680         0 @Base/channels.jl                                                                                                           451 put_unbuffered(c::Channel{Any}, v::Tuple{Base.RefValue{Any}, Tuple{CartesianIndex{4}}})
     1752         0 @Base/asyncmap.jl                                                                                                           239 start_worker_task!
     1760         0 @Base/channels.jl                                                                                                           422 put_buffered(c::Channel{Any}, v::Task)
     1760         0 @Base/threadingconstructs.jl                                                                                                526 macro expansion
     1792         0 @Base/task.jl                                                                                                              1084 yield()
     1808      1152 @HTTP/src/clientlayers/StreamRequest.jl                                                                                      66 macro expansion
     1808         0 @HTTP/src/clientlayers/StreamRequest.jl                                                                                      65 macro expansion
     1840      1152 @HTTP/src/clientlayers/StreamRequest.jl                                                                                      48 macro expansion
     1840         0 @HTTP/src/clientlayers/StreamRequest.jl                                                                                      47 macro expansion
     1840         0 @ConcurrentUtilities/src/ConcurrentUtilities.jl                                                                              10 (::HTTP.StreamRequest.var"#4#5"{HTTP.Streams.Stream{HTTP.Messages.Response, HTTP.Connections.Connection{OpenSSL.SSLStream}}, Float64, HTTP.Mes…
     1872         0 @Base/stream.jl                                                                                                             406 wait_readnb(x::Sockets.TCPSocket, nb::Int64)
     1888      1280 @HTTP/src/clientlayers/ConnectionRequest.jl                                                                                  90 (::HTTP.ConnectionRequest.var"#connections#connectionlayer##0"{HTTP.ConnectionRequest.var"#connections#1#connectionlayer##1"{HTTP.TimeoutReque…
     1952      1952 @Base/dict.jl                                                                                                               504 get(h::Dict{Symbol, Any}, key::Symbol, default::Float64)
     2051         0 @Base/array.jl                                                                                                              354 copy
     2112         0 @Base/dict.jl                                                                                                               159 rehash!(h::Dict{Any, Any}, newsz::Int64)
     2144         0 @Base/stream.jl                                                                                                            1154 unsafe_write(s::Sockets.TCPSocket, p::Ptr{UInt8}, n::UInt64)
     2144         0 @OpenSSL/src/ssl.jl                                                                                                          55 on_bio_stream_write(bio::OpenSSL.BIO, in::Ptr{Int8}, inlen::Int32)
     2176         0 @Base/strings/io.jl                                                                                                         111 sprint(::typeof(join), ::NTuple{4, Int64}, ::Vararg{Any}; context::Nothing, sizehint::Int64)
     2192         0 @OpenSSL/src/ssl.jl                                                                                                         601 unsafe_read(ssl::OpenSSL.SSLStream, buf::Ptr{UInt8}, nbytes::UInt64)
     2200         0 @Base/channels.jl                                                                                                           707 iterate
     2200         0 @Base/iobuffer.jl                                                                                                           266 #IOBuffer#390
     2200         0 @Base/iobuffer.jl                                                                                                           245 GenericIOBuffer
     2240      2240 @Base/array.jl                                                                                                             3187 wrap
     2243         0 @Zarr/src/Storage/Storage.jl                                                                                                 86 maybecopy(x::Vector{UInt8})
     2253         0 @JSON/src/parse.jl                                                                                                          336 lift
     2253         0 @JSON/src/parse.jl                                                                                                          358 lift(style::JSON.JSONReadStyle{Dict, Nothing}, ::Type{String}, x::JSON.LazyValue{String}, tags::@NamedTuple{})
     2272         0 @Base/regex.jl                                                                                                              442 match(re::Regex, str::String, idx::Int64, add_opts::UInt32)
     2272         0 @Base/channels.jl                                                                                                            48 Channel
     2304         0 @Base/condition.jl                                                                                                           68 GenericCondition
     2304         0 @Zarr/src/ZArray.jl                                                                                                         276 uncompress_raw!(a::Array{Float32, 4}, z::Zarr.ZArray{Float32, 4, Zarr.BloscCompressor, Zarr.GCStore}, curchunk::Vector{UInt8})
     2304         0 @Zarr/src/ZArray.jl                                                                                                         285 uncompress_to_output!(aout::Array{Float32, 4}, output_base_offsets::NTuple{4, Int64}, z::Zarr.ZArray{Float32, 4, Zarr.BloscCompressor, Zarr.GC…
     2432      2432 @Base/array.jl                                                                                                             3177 wrap
     2480         0 @Base/task.jl                                                                                                               663 macro expansion
     2536         0 @OpenSSL/src/ssl.jl                                                                                                         663 macro expansion
     2560         0 @HTTP/src/Messages.jl                                                                                                       209 mkheaders
     2592         0 @Base/array.jl                                                                                                              405 getindex
     2602         0 @Zarr/src/Storage/Storage.jl                                                                                                 75 _concatpath
     2624         0 @Base/boot.jl                                                                                                               670 Array
     2672         0 @Base/libuv.jl                                                                                                               65 preserve_handle(x::Any)
     2723         0 @Base/strings/io.jl                                                                                                         246 write
     2730         0 @Base/strings/basic.jl                                                                                                      266 *
     2752      2752 @Base/array.jl                                                                                                             2391 findnext
     2752         0 @Base/array.jl                                                                                                             2444 findfirst
     2752         0 @HTTP/src/Pairs.jl                                                                                                           29 getbyfirst
     2752         0 @HTTP/src/Messages.jl                                                                                                       362 header
     2752         0 @HTTP/src/Messages.jl                                                                                                       380 hasheader
     2848      1536 @HTTP/src/clientlayers/ConnectionRequest.jl                                                                                 146 (::HTTP.ConnectionRequest.var"#connections#connectionlayer##0"{HTTP.ConnectionRequest.var"#connections#1#connectionlayer##1"{HTTP.TimeoutReque…
     2848         0 @HTTP/src/Messages.jl                                                                                                       108 #Response#1
     2848         0 @HTTP/src/Messages.jl                                                                                                       105 Response
     2848         0 @HTTP/src/Messages.jl                                                                                                       112 #Response#2
     2848      2848 @Base/stream.jl                                                                                                              72 getproperty
     2848         0 @Base/stream.jl                                                                                                             638 alloc_buf_hook
     2848         0 @Base/stream.jl                                                                                                             655 uv_alloc_buf(handle::Ptr{Nothing}, size::UInt64, buf::Ptr{Nothing})
     2856         0 @Base/stream.jl                                                                                                             392 wait_readnb(x::Sockets.TCPSocket, nb::Int64)
     2896         0 @OpenSSL/src/ssl.jl                                                                                                         443 unsafe_write(ssl::OpenSSL.SSLStream, in_buffer::Ptr{UInt8}, in_length::UInt64)
     2896         0 @HTTP/src/Connections.jl                                                                                                    132 unsafe_write
     2896         0 @Base/io.jl                                                                                                                 803 unsafe_write
     2896         0 @Base/io.jl                                                                                                                 837 write
     2926         0 @HTTP/src/Messages.jl                                                                                                       477 write(io::IOBuffer, v::HTTP.Strings.HTTPVersion)
     3008         0 @Base/iobuffer.jl                                                                                                           125 GenericIOBuffer
     3008         0 @Base/iobuffer.jl                                                                                                           136 GenericIOBuffer
     3008         0 @Base/iobuffer.jl                                                                                                           283 #PipeBuffer#391
     3008         0 @Base/iobuffer.jl                                                                                                           283 PipeBuffer
     3136      3136 @Base/regex.jl                                                                                                              445 match(re::Regex, str::SubString{String}, idx::Int64, add_opts::UInt32)
     3144         0 @HTTP/src/Connections.jl                                                                                                    288 monitor_idle_connection(c::HTTP.Connections.Connection{OpenSSL.SSLStream})
     3144         0 @HTTP/src/Connections.jl                                                                                                    308 (::HTTP.Connections.var"#3#4"{HTTP.Connections.Connection{OpenSSL.SSLStream}})()
     3181         0 @JSON/src/parse.jl                                                                                                          353 lift
     3200      3200 @Base/dict.jl                                                                                                               291 ht_keyindex2_shorthash!(h::Dict{Tuple{AbstractString, AbstractString, Bool, Bool, Bool}, Vector{HTTP.Connections.Connection{OpenSSL.SSLStream}…
     3200         0 @Base/dict.jl                                                                                                               453 get!(default::ConcurrentUtilities.Pools.var"#3#4"{HTTP.Connections.Connection{OpenSSL.SSLStream}, ConcurrentUtilities.Pools.Pool{Tuple{Abstrac…
     3200         0 @ConcurrentUtilities/src/pools.jl                                                                                           140 acquire(f::HTTP.Connections.var"#11#12"{OpenSSL.SSLStream, Int64, Int64, Bool, Bool, Base.Pairs{Symbol, Union{Nothing, Integer}, Nothing, @Nam…
     3200         0 @ConcurrentUtilities/src/pools.jl                                                                                           140 acquire
     3200         0 @HTTP/src/Connections.jl                                                                                                    455 #newconnection#7
     3227       128 @Zarr/src/Storage/Storage.jl                                                                                                 95 getattrs(s::Zarr.GCStore, p::String)
     3303         0 @JSON/src/lazy.jl                                                                                                           432 convert
     3352         0 @Base/regex.jl                                                                                                              439 match(re::Regex, str::SubString{String}, idx::Int64, add_opts::UInt32)
     3460      3460 @Base/strings/string.jl                                                                                                      99 unsafe_string
     3464         0 @Base/array.jl                                                                                                              826 collect_to_with_first!
     3512         0 @Base/asyncmap.jl                                                                                                           135 #wrap_n_exec_twice##0
     3552      3552 @Base/task.jl                                                                                                              1157 try_yieldto(undo::typeof(Base.ensure_rescheduled))
     3552         0 @Base/task.jl                                                                                                              1229 wait()
     3600      1400 @Base/asyncmap.jl                                                                                                           229 (::Base.var"#start_worker_task!##0#start_worker_task!##1"{Base.var"#938#939"{Zarr.var"#read_items!##0#read_items!##1"{Zarr.GCStore, Channel{Pa…
     3608      3608 @Base/tuple.jl                                                                                                              162 indexed_iterate
     3632         0 @Base/dict.jl                                                                                                               337 _setindex!
     3632         0 @Base/dict.jl                                                                                                               378 setindex!(h::Dict{Any, Any}, v::Any, key::String)
     3664         0 @Base/asyncmap.jl                                                                                                           231 (::Base.var"#start_worker_task!##0#start_worker_task!##1"{Base.var"#938#939"{Zarr.var"#read_items!##0#read_items!##1"{Zarr.GCStore, Channel{Pa…
     3736         0 @Base/asyncmap.jl                                                                                                           157 maptwice(wrapped_f::Function, chnl::Channel{Any}, worker_tasks::Vector{Any}, c::CartesianIndices{4, NTuple{4, UnitRange{Int64}}})
     3824         0 @OpenSSL/src/ssl.jl                                                                                                         655 eof(ssl::OpenSSL.SSLStream)
     3840         0 @Zarr/src/Storage/gcstore.jl                                                                                                 43 _gcs_request_headers()
     3840         0 @Zarr/src/Storage/gcstore.jl                                                                                                 79 getindex(s::Zarr.GCStore, k::String)
     3885      1632 @JSON/src/parse.jl                                                                                                          321 make(st::JSON.JSONReadStyle{Dict, Nothing}, ::Type{Any}, x::JSON.LazyValue{String})
     3936         0 @Base/asyncmap.jl                                                                                                           149 wrap_n_exec_twice
     3936         0 @Base/asyncmap.jl                                                                                                            99 async_usemap(f::Zarr.var"#read_items!##0#read_items!##1"{Zarr.GCStore, Channel{Pair{CartesianIndex{1}, Union{Nothing, Vector{UInt8}}}}, String…
     3981         0 @Base/strings/substring.jl                                                                                                  236 string
     3981         0 @Zarr/src/Storage/gcstore.jl                                                                                                 78 getindex(s::Zarr.GCStore, k::String)
     4000         0 @HTTP/src/Messages.jl                                                                                                       112 Response
     4072         0 @Base/array.jl                                                                                                             1299 push!
     4144         0 @HTTP/src/Messages.jl                                                                                                       508 writeheaders(io::HTTP.Connections.Connection{OpenSSL.SSLStream}, m::HTTP.Messages.Request, buf::IOBuffer)
     4169         0 @Base/array.jl                                                                                                             1540 sizehint!(a::Vector{UInt8}, sz::UInt64; first::Bool, shrink::Bool)
     4169         0 @Base/array.jl                                                                                                             1528 sizehint!
     4169         0 @Base/strings/basic.jl                                                                                                      677 map(f::typeof(lowercase), s::String)
     4224      4224 @Base/Base.jl                                                                                                                81 array_new_memory
     4267         0 @Base/array.jl                                                                                                              848 collect_to!(dest::Vector{String}, itr::Base.Generator{Vector{Any}, Zarr.var"#subdirs##4#subdirs##5"}, offs::Int64, st::Int64)
     4283        16 @Base/array.jl                                                                                                              820 _collect(c::Vector{Any}, itr::Base.Generator{Vector{Any}, Zarr.var"#subdirs##4#subdirs##5"}, ::Base.EltypeUnknown, isz::Base.HasShape{1})
     4288         0 @HTTP/src/clientlayers/StreamRequest.jl                                                                                      43 macro expansion
     4320      4320 @Base/locks-mt.jl                                                                                                            34 SpinLock
     4339         0 @Base/generator.jl                                                                                                           48 iterate
     4344         0 @Base/channels.jl                                                                                                           544 take_unbuffered(c::Channel{Any})
     4368         0 @HTTP/src/Messages.jl                                                                                                       439 appendheader(m::HTTP.Messages.Response, header::Pair{SubString{String}, SubString{String}})
     4568         0 @Base/array.jl                                                                                                              670 _array_for_inner
     4568         0 @Base/array.jl                                                                                                              673 _array_for
     4616         0 @Base/abstractarray.jl                                                                                                      867 similar
     4616         0 @Base/abstractarray.jl                                                                                                      866 similar
     4619         0 @Base/array.jl                                                                                                              732 collect_similar(cont::Vector{Any}, itr::Base.Generator{Vector{Any}, Zarr.var"#subdirs##4#subdirs##5"})
     4624         0 @Base/channels.jl                                                                                                           526 take!
     4696         0 @Base/channels.jl                                                                                                           397 put!
     4728         0 @Base/stream.jl                                                                                                             106 eof
     4795       176 @Base/abstractarray.jl                                                                                                     3372 map(f::Function, A::Vector{Any})
     5024         0 @Base/channels.jl                                                                                                            47 Channel
     5184      5184 @Base/iobuffer.jl                                                                                                           106 _new_generic_iobuffer
     5411         0 @HTTP/src/Messages.jl                                                                                                       202 resource
     5664         0 @StructUtils/src/StructUtils.jl                                                                                             190 addkeyval!
     5664      5664 @Zarr/src/Storage/Storage.jl                                                                                                158 (::Zarr.var"#read_items!##0#read_items!##1"{Zarr.GCStore, Channel{Pair{CartesianIndex{4}, Union{Nothing, Vector{UInt8}}}}, String})(ii::Cartes…
     5672      5672 @Base/stream.jl                                                                                                             720 uv_readcb(handle::Ptr{Nothing}, nread::Int64, buf::Ptr{Nothing})
     5675         0 @Base/show.jl                                                                                                              1285 show
     5699         0 @Base/strings/basic.jl                                                                                                      666 map(f::typeof(lowercase), s::SubString{String})
     5699         0 @Base/strings/io.jl                                                                                                         352 join(io::IOBuffer, iterator::Base.Generator{Dict{String, String}, URIs.var"#escapeuri##4#escapeuri##5"}, delim::String)
     5790         0 @Base/Base.jl                                                                                                                80 array_new_memory
     5845         0 @Base/array.jl                                                                                                             1482 resize!(a::Vector{UInt8}, nl_::UInt64)
     5845         0 @Base/strings/basic.jl                                                                                                      673 map(f::typeof(lowercase), s::String)
     5864      1520 @Base/channels.jl                                                                                                           709 iterate(c::Channel{Any}, state::Nothing)
     6072         0 @Base/boot.jl                                                                                                               660 Array
     6080         0 @HTTP/src/Messages.jl                                                                                                       418 defaultheader!
     6080         0 @HTTP/src/clientlayers/HeadersRequest.jl                                                                                     42 (::HTTP.HeadersRequest.var"#defaultheaders#headerslayer##0"{HTTP.HeadersRequest.var"#defaultheaders#1#headerslayer##1"{HTTP.CookieRequest.var"…
     6112      4704 @Base/channels.jl                                                                                                            50 Channel
     6345         0 @Base/strings/io.jl                                                                                                          35 print(io::IOBuffer, x::Int64)
     6369         0 @Base/iobuffer.jl                                                                                                           168 StringVector
     6400       928 @Base/iddict.jl                                                                                                              31 IdDict
     6400         0 @Base/iddict.jl                                                                                                              49 IdDict
     6400         0 @Base/task.jl                                                                                                               266 get_task_tls
     6400         0 @Base/task.jl                                                                                                               263 task_local_storage
     6550         0 @HTTP/src/Messages.jl                                                                                                       387 hasheader(m::HTTP.Messages.Response, k::String, v::String)
     6550         0 @HTTP/src/Streams.jl                                                                                                        394 closeread(http::HTTP.Streams.Stream{HTTP.Messages.Response, HTTP.Connections.Connection{OpenSSL.SSLStream}})
     6714         0 @StructUtils/src/StructUtils.jl                                                                                             981 (::StructUtils.DictClosure{Dict{Any, Any}, JSON.JSONReadStyle{Dict, Nothing}})(k::JSON.PtrString, v::JSON.LazyValue{String})
     7056         0 @Base/dict.jl                                                                                                               150 rehash!(h::Dict{Any, Any}, newsz::Int64)
     7072         0 @Base/lock.jl                                                                                                               960 OncePerTask
     7072         0 @URIs/src/URIs.jl                                                                                                           178 parse_uri_reference(str::String; strict::Bool)
     7072         0 @URIs/src/URIs.jl                                                                                                           170 parse_uri_reference
     7072         0 @URIs/src/URIs.jl                                                                                                           199 parse
     7072         0 @URIs/src/URIs.jl                                                                                                           109 #URI#7
     7072         0 @URIs/src/URIs.jl                                                                                                           109 URI
     7072         0 @HTTP/src/HTTP.jl                                                                                                           564 request_uri
     7198         0 @Base/intfuncs.jl                                                                                                           990 string
     7312      3704 @Base/tuple.jl                                                                                                              162 indexed_iterate(t::Tuple{String, Int64}, i::Int64)
     7355      1632 @Base/strings/io.jl                                                                                                         117 sprint(::typeof(join), ::Base.Generator{Dict{String, String}, URIs.var"#escapeuri##4#escapeuri##5"}, ::Vararg{Any}; context::Nothing, sizehint…
     7488         0 @Base/dict.jl                                                                                                               149 rehash!(h::Dict{Any, Any}, newsz::Int64)
     7760      7760 @Base/dict.jl                                                                                                                80 Dict
     8160         0 @Base/libuv.jl                                                                                                              133 process_events
     8160         0 @Base/task.jl                                                                                                              1230 wait()
     8296         0 @NetworkOptions/src/verify_host.jl                                                                                           75 url_host
     8296         0 @NetworkOptions/src/verify_host.jl                                                                                           59 verify_host(url::SubString{String}, tr::String)
     8412         0 @Base/intfuncs.jl                                                                                                           918 dec(x::UInt8, pad::Int64, neg::Bool)
     8412         0 @Base/intfuncs.jl                                                                                                          1000 string(n::UInt8; base::Int64, pad::Int64)
     8424         0 @JSON/src/parse.jl                                                                                                          181 parse
     8760         0 @Base/regex.jl                                                                                                              429 match
     8760         0 @Base/regex.jl                                                                                                              474 match
     8784         0 @Base/condition.jl                                                                                                          141 wait(c::Base.GenericCondition{ReentrantLock}; first::Bool)
     8816      8816 @Base/error.jl                                                                                                              304 #retry#43
     8816         0 @Base/error.jl                                                                                                              303 retry
     9115         0 @HTTP/src/cookiejar.jl                                                                                                      174 canonicalhost(host::SubString{String})
     9168      9168 @Base/Base_compiler.jl                                                                                                       54 getproperty(x::URIs.URI, f::Symbol)
     9312      5440 @Base/lock.jl                                                                                                                85 ReentrantLock
    10008         0 @Zarr/src/metadata.jl                                                                                                       153 Zarr.Metadata(s::String, fill_as_missing::Bool)
    10203         0 @HTTP/src/cookiejar.jl                                                                                                       67 getcookies!(jar::HTTP.Cookies.CookieJar, url::URIs.URI, now::Dates.DateTime)
    10248         0 @Base/strings/substring.jl                                                                                                  255 _string(::SubString{String}, ::Vararg{Union{Char, SubString{String}, String, Symbol}})
    10296      1480 @HTTP/src/clientlayers/RetryRequest.jl                                                                                       49 (::HTTP.RetryRequest.var"#manageretries#retrylayer##0"{HTTP.RetryRequest.var"#manageretries#1#retrylayer##1"{HTTP.ConnectionRequest.var"#conne…
    10560     10560 @Base/linked_list.jl                                                                                                          7 IntrusiveLinkedList
    10864         0 @Base/asyncmap.jl                                                                                                           209 start_worker_task!
    10944         0 @Base/task.jl                                                                                                               704 macro expansion
    11309         0 @Zarr/src/Storage/Storage.jl                                                                                                 91 getattrs(s::Zarr.GCStore, p::String)
    11419         0 @HTTP/src/cookiejar.jl                                                                                                       63 getcookies!
    11419         0 @HTTP/src/clientlayers/CookieRequest.jl                                                                                      22 (::HTTP.CookieRequest.var"#managecookies#cookielayer##0"{HTTP.CookieRequest.var"#managecookies#1#cookielayer##1"{HTTP.RetryRequest.var"#manage…
    11496         0 @HTTP/src/Connections.jl                                                                                                    443 kwcall(::@NamedTuple{readtimeout::Int64, connect_timeout::Int64, iofunction::Nothing, decompress::Nothing, verbose::Int64, status_exception::B…
    11584         0 @Base/task.jl                                                                                                               757 errormonitor
    11584         0 @HTTP/src/Connections.jl                                                                                                    309 closeread(c::HTTP.Connections.Connection{OpenSSL.SSLStream})
    11776     11776 @HTTP/src/Messages.jl                                                                                                       174 Request
    12051         0 @Zarr/src/Storage/Storage.jl                                                                                                 73 citostring
    12115      1488 @Base/strings/io.jl                                                                                                         110 sprint
    12115         0 @Base/strings/io.jl                                                                                                         359 _join_preserve_annotations
    12115         0 @Base/strings/io.jl                                                                                                         377 join
    12184     12160 @HTTP/src/Messages.jl                                                                                                       505 writeheaders(io::HTTP.Connections.Connection{OpenSSL.SSLStream}, m::HTTP.Messages.Request, buf::IOBuffer)
    12539      6272 @Base/strings/substring.jl                                                                                                  238 string
    12576         0 @Base/condition.jl                                                                                                           67 GenericCondition
    12616         0 @Base/asyncmap.jl                                                                                                           203 #setup_chnl_and_tasks##0
    12616         0 @Base/asyncmap.jl                                                                                                            80 async_usemap(f::Zarr.var"#read_items!##0#read_items!##1"{Zarr.GCStore, Channel{Pair{CartesianIndex{1}, Union{Nothing, Vector{UInt8}}}}, String…
    12624         0 @Base/abstractarray.jl                                                                                                     3188 foreach(f::Base.var"#setup_chnl_and_tasks##0#setup_chnl_and_tasks##1"{Base.var"#938#939"{Zarr.var"#read_items!##0#read_items!##1"{Zarr.GCStore…
    12848         0 @HTTP/src/Connections.jl                                                                                                    308 closeread(c::HTTP.Connections.Connection{OpenSSL.SSLStream})
    13168         0 @Base/channels.jl                                                                                                            56 Channel
    13168         0 @Base/task.jl                                                                                                               661 macro expansion
    13171         0 @Zarr/src/Storage/gcstore.jl                                                                                                102 cloud_list_objects(s::Zarr.GCStore, p::SubString{String})
    13201         0 @Zarr/src/Storage/gcstore.jl                                                                                                128 subdirs(s::Zarr.GCStore, p::SubString{String})
    13376         0 @Base/channels.jl                                                                                                            58 Channel
    13405         0 @Base/strings/io.jl                                                                                                         246 write(io::IOBuffer, s::String)
    13600     13600 @Base/boot.jl                                                                                                               648 Array
    13752     13752 @Base/strings/string.jl                                                                                                     120 unsafe_wrap
    13984         0 @HTTP/src/clientlayers/RedirectRequest.jl                                                                                    19 (::HTTP.RedirectRequest.var"#redirects#redirectlayer##0"{HTTP.RedirectRequest.var"#redirects#1#redirectlayer##1"{HTTP.HeadersRequest.var"#defa…
    14068         0 @Zarr/src/ZGroup.jl                                                                                                          21 Zarr.ZGroup(s::Zarr.GCStore, mode::String, path::SubString{String}; fill_as_missing::Bool)
    14240         0 @Zarr/src/ZArray.jl                                                                                                         122 Zarr.ZArray(s::Zarr.GCStore, mode::String, path::String; fill_as_missing::Bool)
    14448         0 @HTTP/src/clientlayers/StreamRequest.jl                                                                                      54 macro expansion
    14729       400 @StructUtils/src/StructUtils.jl                                                                                             998 (::StructUtils.ArrayClosure{Vector{Any}, JSON.JSONReadStyle{Dict, Nothing}})(::Int64, v::JSON.LazyValue{String})
    15289         0 @JSON/src/lazy.jl                                                                                                           385 applyarray(keyvalfunc::StructUtils.ArrayClosure{Vector{Any}, JSON.JSONReadStyle{Dict, Nothing}}, x::JSON.LazyValue{String})
    15289         0 @StructUtils/src/StructUtils.jl                                                                                            1017 makearray(style::JSON.JSONReadStyle{Dict, Nothing}, ::Type{Vector{Any}}, source::JSON.LazyValue{String})
    15572         0 @Zarr/src/Storage/Storage.jl                                                                                                112 is_zarray
    15572         0 @Zarr/src/ZGroup.jl                                                                                                          51 zopen_noerr(s::Zarr.GCStore, mode::String; consolidated::Bool, path::SubString{String}, lru::Int64, fill_as_missing::Bool)
    15689         0 @Base/strings/unicode.jl                                                                                                    656 lowercase
    15776         0 @HTTP/src/Messages.jl                                                                                                       192 #Request#3
    15832      4336 @HTTP/src/clientlayers/ConnectionRequest.jl                                                                                  82 (::HTTP.ConnectionRequest.var"#connections#connectionlayer##0"{HTTP.ConnectionRequest.var"#connections#1#connectionlayer##1"{HTTP.TimeoutReque…
    15873         0 @Zarr/src/Storage/Storage.jl                                                                                                116 isinitialized
    16016         0 @Base/dict.jl                                                                                                               268 ht_keyindex2_shorthash!(h::Dict{Any, Any}, key::String)
    16016         0 @Base/dict.jl                                                                                                               371 setindex!(h::Dict{Any, Any}, v::Any, key::String)
    16128         0 @Base/iobuffer.jl                                                                                                           823 unsafe_write(to::IOBuffer, p::Ptr{UInt8}, nb::UInt64)
    16144         0 @HTTP/src/clientlayers/StreamRequest.jl                                                                                      44 macro expansion
    16233       480 @StructUtils/src/StructUtils.jl                                                                                             909 make(style::JSON.JSONReadStyle{Dict, Nothing}, T::Type, source::JSON.LazyValue{String})
    16233         0 @JSON/src/parse.jl                                                                                                          319 make(st::JSON.JSONReadStyle{Dict, Nothing}, ::Type{Any}, x::JSON.LazyValue{String})
    16331         0 @Base/io.jl                                                                                                                 796 write(::IOBuffer, ::String, ::String, ::String, ::Vararg{Any})
    16824         0 @Zarr/src/ZArray.jl                                                                                                         176 (::Zarr.var"#readblock!##2#readblock!##3"{Channel{Pair{CartesianIndex{1}, Union{Nothing, Vector{UInt8}}}}, Zarr.ZArray{Float32, 1, Zarr.BloscC…
    17072      7904 @HTTP/src/clientlayers/ConnectionRequest.jl                                                                                  93 (::HTTP.ConnectionRequest.var"#connections#connectionlayer##0"{HTTP.ConnectionRequest.var"#connections#1#connectionlayer##1"{HTTP.TimeoutReque…
    18123       544 @HTTP/src/Messages.jl                                                                                                       485 writestartline
