label=GoogleLES build_tabular end-to-end
samples=13451 sample_rate=0.05
format=flat sortedby=count mincount=5

    Count  Overhead File                                                                                                                        Line Function
    18123         0 @HTTP/src/Messages.jl                                                                                                       502 writeheaders(io::HTTP.Connections.Connection{OpenSSL.SSLStream}, m::HTTP.Messages.Request, buf::IOBuffer)
    19136         0 @HTTP/src/Messages.jl                                                                                                       187 kwcall(::@NamedTuple{url::URIs.URI, version::HTTP.Strings.HTTPVersion, responsebody::Nothing}, ::Type{HTTP.Messages.Request}, method::String, …
    20269       848 @StructUtils/src/StructUtils.jl                                                                                             980 (::StructUtils.DictClosure{Dict{Any, Any}, JSON.JSONReadStyle{Dict, Nothing}})(k::JSON.PtrString, v::JSON.LazyValue{String})
    21695         0 @JSON/src/lazy.jl                                                                                                           284 applyobject(keyvalfunc::StructUtils.DictClosure{Dict{Any, Any}, JSON.JSONReadStyle{Dict, Nothing}}, x::JSON.LazyValue{String})
    21695         0 @JSON/src/lazy.jl                                                                                                           182 applyeach(::JSON.JSONReadStyle{Dict, Nothing}, f::StructUtils.DictClosure{Dict{Any, Any}, JSON.JSONReadStyle{Dict, Nothing}}, x::JSON.LazyValu…
    21695         0 @StructUtils/src/StructUtils.jl                                                                                             987 makedict(style::JSON.JSONReadStyle{Dict, Nothing}, dict::Dict{Any, Any}, source::JSON.LazyValue{String})
    22079         0 @StructUtils/src/StructUtils.jl                                                                                             985 makedict(style::JSON.JSONReadStyle{Dict, Nothing}, ::Type{Dict}, source::JSON.LazyValue{String})
    22239       320 @StructUtils/src/StructUtils.jl                                                                                             907 make(style::JSON.JSONReadStyle{Dict, Nothing}, T::Type, source::JSON.LazyValue{String})
    22239         0 @JSON/src/parse.jl                                                                                                          317 make(st::JSON.JSONReadStyle{Dict, Nothing}, ::Type{Any}, x::JSON.LazyValue{String})
    22575         0 @JSON/src/parse.jl                                                                                                          193 _parse
    22575         0 @JSON/src/parse.jl                                                                                                          189 parse(x::JSON.LazyValue{String}, ::Type{Any}; dicttype::Type{Dict}, null::Nothing, style::JSON.JSONReadStyle{Dict, Nothing})
    22895       320 @JSON/src/parse.jl                                                                                                          189 parse
    22895         0 @JSON/src/parse.jl                                                                                                          181 parse(buf::String, ::Type{Any}; dicttype::Type{Dict}, null::Nothing, style::JSON.JSONReadStyle{Dict, Nothing}, kw::Base.Pairs{Symbol, Union{},…
    23249         0 @Base/genericmemory.jl                                                                                                      199 similar
    23249         0 @Base/genericmemory.jl                                                                                                      237 getindex
    23249         0 @HTTP/src/IOExtras.jl                                                                                                       122 readuntil(buf::IOBuffer, find_delimiter::typeof(HTTP.Parsers.find_end_of_header))
    23249         0 @HTTP/src/Connections.jl                                                                                                    241 readuntil(c::HTTP.Connections.Connection{OpenSSL.SSLStream}, f::typeof(HTTP.Parsers.find_end_of_header), sizehint::Int64)
    23929         0 @HTTP/src/Connections.jl                                                                                                    237 readuntil
    24095      1200 @JSON/src/parse.jl                                                                                                          181 kwcall(::@NamedTuple{dicttype::UnionAll}, ::typeof(JSON.parse), buf::String, ::Type{Any})
    24432         0 @HTTP/src/Streams.jl                                                                                                        412 closeread(http::HTTP.Streams.Stream{HTTP.Messages.Response, HTTP.Connections.Connection{OpenSSL.SSLStream}})
    25891         0 @HTTP/src/clientlayers/MessageRequest.jl                                                                                     25 (::HTTP.MessageRequest.var"#makerequest#messagelayer##0"{HTTP.MessageRequest.var"#makerequest#1#messagelayer##1"{HTTP.RedirectRequest.var"#red…
    26270      3552 @HTTP/src/clientlayers/HeadersRequest.jl                                                                                     53 (::HTTP.HeadersRequest.var"#defaultheaders#headerslayer##0"{HTTP.HeadersRequest.var"#defaultheaders#1#headerslayer##1"{HTTP.CookieRequest.var"…
    26634         0 @Zarr/src/Storage/Storage.jl                                                                                                118 getmetadata(s::Zarr.GCStore, p::String, fill_as_missing::Bool)
    26634         0 @Zarr/src/ZArray.jl                                                                                                         121 Zarr.ZArray(s::Zarr.GCStore, mode::String, path::String; fill_as_missing::Bool)
    27584         0 @HTTP/src/Pairs.jl                                                                                                           16 setbyfirst(c::Vector{Pair{SubString{String}, SubString{String}}}, item::Pair{SubString{String}, SubString{String}}, eq::typeof(HTTP.Messages.f…
    27584         0 @HTTP/src/Messages.jl                                                                                                       405 setheader(h::Vector{Pair{SubString{String}, SubString{String}}}, v::Pair{String, SubString{String}})
    30982         0 @HTTP/src/clientlayers/StreamRequest.jl                                                                                      69 macro expansion
    34451         0 @HTTP/src/Messages.jl                                                                                                       499 writeheaders
    34451         0 @HTTP/src/Streams.jl                                                                                                         85 startwrite(http::HTTP.Streams.Stream{HTTP.Messages.Response, HTTP.Connections.Connection{OpenSSL.SSLStream}})
    34880         0 @Base/task.jl                                                                                                               662 macro expansion
    35827         0 @HTTP/src/clientlayers/StreamRequest.jl                                                                                      31 streamlayer(stream::HTTP.Streams.Stream{HTTP.Messages.Response, HTTP.Connections.Connection{OpenSSL.SSLStream}}; iofunction::Nothing, decompre…
    37467         0 @Base/strings/string.jl                                                                                                      64 String
    41506         0 @Zarr/src/ZArray.jl                                                                                                         120 ZArray
    41506         0 @Zarr/src/ZGroup.jl                                                                                                          52 zopen_noerr(s::Zarr.GCStore, mode::String; consolidated::Bool, path::String, lru::Int64, fill_as_missing::Bool)
    41680      4048 @Base/threadingconstructs.jl                                                                                                518 macro expansion
    44400         0 @Base/array.jl                                                                                                             2934 filter(f::HTTP.Messages.var"#headers##2#headers##3"{String}, a::Vector{Pair{SubString{String}, SubString{String}}})
    45112         0 @Base/boot.jl                                                                                                               647 Array
    45744         0 @HTTP/src/Messages.jl                                                                                                       370 headers(h::Vector{Pair{SubString{String}, SubString{String}}}, k::String)
    45744         0 @HTTP/src/cookies.jl                                                                                                        226 readsetcookies(h::Vector{Pair{SubString{String}, SubString{String}}})
    47120         0 @HTTP/src/cookiejar.jl                                                                                                      116 setcookies!(jar::HTTP.Cookies.CookieJar, url::URIs.URI, headers::Vector{Pair{SubString{String}, SubString{String}}})
    47120         0 @HTTP/src/clientlayers/CookieRequest.jl                                                                                      43 (::HTTP.CookieRequest.var"#managecookies#cookielayer##0"{HTTP.CookieRequest.var"#managecookies#1#cookielayer##1"{HTTP.RetryRequest.var"#manage…
    50528         0 @HTTP/src/clientlayers/StreamRequest.jl                                                                                      39 streamlayer(stream::HTTP.Streams.Stream{HTTP.Messages.Response, HTTP.Connections.Connection{OpenSSL.SSLStream}}; iofunction::Nothing, decompre…
    51760     51760 @Base/boot.jl                                                                                                               578 _Task
    57226        80 @Zarr/src/ZGroup.jl                                                                                                          23 Zarr.ZGroup(s::Zarr.GCStore, mode::String, path::SubString{String}; fill_as_missing::Bool)
    60464         0 @Base/task.jl                                                                                                                 5 Task
    61396         0 @HTTP/src/Messages.jl                                                                                                       538 readheaders(io::HTTP.Connections.Connection{OpenSSL.SSLStream}, message::HTTP.Messages.Response)
    64240         0 @OpenSSL/src/ssl.jl                                                                                                         443 unsafe_read(ssl::OpenSSL.SSLStream, buf::Ptr{UInt8}, nbytes::UInt64)
    66432         0 @HTTP/src/Connections.jl                                                                                                    203 unsafe_read(c::HTTP.Connections.Connection{OpenSSL.SSLStream}, p::Ptr{UInt8}, n::UInt64)
    66432         0 @HTTP/src/Streams.jl                                                                                                        266 http_unsafe_read(http::HTTP.Streams.Stream{HTTP.Messages.Response, HTTP.Connections.Connection{OpenSSL.SSLStream}}, p::Ptr{UInt8}, n::UInt64)
    66432         0 @HTTP/src/Streams.jl                                                                                                        283 unsafe_read
    66432         0 @Base/io.jl                                                                                                                 890 unsafe_read
    66432         0 @HTTP/src/Streams.jl                                                                                                        317 readbytes!(http::HTTP.Streams.Stream{HTTP.Messages.Response, HTTP.Connections.Connection{OpenSSL.SSLStream}}, buf::IOBuffer, n::Int64)
    67744     65600 @OpenSSL/src/ssl.jl                                                                                                         449 macro expansion
    72380         0 @Zarr/src/ZGroup.jl                                                                                                          17 ZGroup
    72380         0 @Zarr/src/ZGroup.jl                                                                                                          54 zopen_noerr(s::Zarr.GCStore, mode::String; consolidated::Bool, path::SubString{String}, lru::Int64, fill_as_missing::Bool)
    72935         0 @Zarr/src/ZGroup.jl                                                                                                          42 kwcall(::@NamedTuple{consolidated::Bool, path::SubString{String}, lru::Int64, fill_as_missing::Bool}, ::typeof(Zarr.zopen_noerr), s::Zarr.GCSt…
    72935         0 @Zarr/src/ZGroup.jl                                                                                                          95 #zopen#82
    72935         0 @Zarr/src/ZGroup.jl                                                                                                          89 kwcall(::@NamedTuple{path::SubString{String}, consolidated::Bool}, ::typeof(Zarr.zopen), s::Zarr.GCStore, mode::String)
    72967         0 @Zarr/src/ZGroup.jl                                                                                                         110 zopen(s::String, mode::String; kwargs::Base.Pairs{Symbol, Bool, Nothing, @NamedTuple{consolidated::Bool}})
    73047         0 @Zarr/src/ZGroup.jl                                                                                                         108 zopen
    73047         0 @MLCondensateDistributions/utils/GoogleLES.jl                                                                               126 load_zarr_simulation(site_id::Int64, month::Int64, experiment::String)
    73403         0 @MLCondensateDistributions/utils/build_training_data.jl                                                                     215 build_tabular(site_id::Int64, month::Int64, experiment::String, output_dir::String; max_timesteps::Int64, timestep_batch_size::Int64, min_h_re…
    75240         0 @Base/lock.jl                                                                                                               376 macro expansion
    77376         0 @HTTP/src/Messages.jl                                                                                                       441 appendheader(m::HTTP.Messages.Response, header::Pair{SubString{String}, SubString{String}})
    81744         0 @HTTP/src/Messages.jl                                                                                                       552 parse_header_fields!(bytes::SubString{String}, m::HTTP.Messages.Response)
    81744         0 @HTTP/src/Messages.jl                                                                                                       540 readheaders(io::HTTP.Connections.Connection{OpenSSL.SSLStream}, message::HTTP.Messages.Response)
    86355         0 @HTTP/src/clientlayers/StreamRequest.jl                                                                                      21 streamlayer
    86355         0 @HTTP/src/clientlayers/ExceptionRequest.jl                                                                                   14 (::HTTP.ExceptionRequest.var"#exceptions#exceptionlayer##0"{HTTP.ExceptionRequest.var"#exceptions#1#exceptionlayer##1"{typeof(HTTP.StreamReque…
    86355         0 @HTTP/src/clientlayers/ExceptionRequest.jl                                                                                   13 exceptions
    86355         0 @HTTP/src/clientlayers/TimeoutRequest.jl                                                                                     18 (::HTTP.TimeoutRequest.var"#timeouts#timeoutlayer##0"{HTTP.TimeoutRequest.var"#timeouts#1#timeoutlayer##1"{HTTP.ExceptionRequest.var"#exceptio…
    86355         0 @HTTP/src/clientlayers/TimeoutRequest.jl                                                                                     15 kwcall(::@NamedTuple{readtimeout::Int64, logerrors::Bool, logtag::Nothing, iofunction::Nothing, decompress::Nothing, verbose::Int64, status_ex…
    87747      1392 @HTTP/src/clientlayers/ConnectionRequest.jl                                                                                 122 (::HTTP.ConnectionRequest.var"#connections#connectionlayer##0"{HTTP.ConnectionRequest.var"#connections#1#connectionlayer##1"{HTTP.TimeoutReque…
   106096         0 @Base/array.jl                                                                                                             1292 _push!
   106096         0 @Base/array.jl                                                                                                             1289 push!
   110168         0 @Base/array.jl                                                                                                             1067 array_new_memory
   116013         0 @Base/array.jl                                                                                                             1148 (::Base.var"#_growend!##0#_growend!##1"{Vector{SubString{String}}, Int64, Int64, Int64, Int64, Int64, Memory{SubString{String}}, MemoryRef{Sub…
   116013         0 @Base/array.jl                                                                                                             1131 _growend!
   127403         0 @HTTP/src/clientlayers/ConnectionRequest.jl                                                                                  60 connections
   127403         0 @Base/error.jl                                                                                                              309 (::Base.var"#46#47"{Base.var"#48#49"{ExponentialBackOff, HTTP.RetryRequest.var"#retrylayer##2#retrylayer##3"{Int64, typeof(HTTP.RetryRequest.F…
   127403         0 @Base/error.jl                                                                                                              304 kwcall(::@NamedTuple{iofunction::Nothing, decompress::Nothing, verbose::Int64, status_exception::Bool}, ::Base.var"#46#47"{Base.var"#48#49"{Ex…
   128267       864 @HTTP/src/clientlayers/RetryRequest.jl                                                                                       75 (::HTTP.RetryRequest.var"#manageretries#retrylayer##0"{HTTP.RetryRequest.var"#manageretries#1#retrylayer##1"{HTTP.ConnectionRequest.var"#conne…
   140291         0 @HTTP/src/clientlayers/RetryRequest.jl                                                                                       30 manageretries
   140291         0 @HTTP/src/clientlayers/CookieRequest.jl                                                                                      42 (::HTTP.CookieRequest.var"#managecookies#cookielayer##0"{HTTP.CookieRequest.var"#managecookies#1#cookielayer##1"{HTTP.RetryRequest.var"#manage…
   143140         0 @HTTP/src/Streams.jl                                                                                                        159 startread(http::HTTP.Streams.Stream{HTTP.Messages.Response, HTTP.Connections.Connection{OpenSSL.SSLStream}})
   144388         0 @HTTP/src/clientlayers/StreamRequest.jl                                                                                      56 macro expansion
   198830         0 @HTTP/src/clientlayers/CookieRequest.jl                                                                                      19 managecookies
   198830         0 @HTTP/src/clientlayers/HeadersRequest.jl                                                                                     71 (::HTTP.HeadersRequest.var"#defaultheaders#headerslayer##0"{HTTP.HeadersRequest.var"#defaultheaders#1#headerslayer##1"{HTTP.CookieRequest.var"…
   233932         0 @HTTP/src/clientlayers/HeadersRequest.jl                                                                                     14 defaultheaders
   233932         0 @HTTP/src/clientlayers/RedirectRequest.jl                                                                                    25 (::HTTP.RedirectRequest.var"#redirects#redirectlayer##0"{HTTP.RedirectRequest.var"#redirects#1#redirectlayer##1"{HTTP.HeadersRequest.var"#defa…
   247916         0 @HTTP/src/clientlayers/RedirectRequest.jl                                                                                    14 redirects
   247916         0 @HTTP/src/clientlayers/MessageRequest.jl                                                                                     35 (::HTTP.MessageRequest.var"#makerequest#messagelayer##0"{HTTP.MessageRequest.var"#makerequest#1#messagelayer##1"{HTTP.RedirectRequest.var"#red…
   264739         0 @Zarr/src/Storage/Storage.jl                                                                                                 77 getindex
   264739         0 @Zarr/src/Storage/Storage.jl                                                                                                156 (::Zarr.var"#read_items!##0#read_items!##1"{Zarr.GCStore, Channel{Pair{CartesianIndex{1}, Union{Nothing, Vector{UInt8}}}}, String})(ii::Cartes…
   270403         0 @Base/asyncmap.jl                                                                                                            96 (::Base.var"#938#939"{Zarr.var"#read_items!##0#read_items!##1"{Zarr.GCStore, Channel{Pair{CartesianIndex{1}, Union{Nothing, Vector{UInt8}}}}, …
   272547      2144 @Base/asyncmap.jl                                                                                                           230 (::Base.var"#start_worker_task!##0#start_worker_task!##1"{Base.var"#938#939"{Zarr.var"#read_items!##0#read_items!##1"{Zarr.GCStore, Channel{Pa…
   276047         0 @HTTP/src/clientlayers/MessageRequest.jl                                                                                     24 makerequest
   277843         0 @Zarr/src/Storage/Storage.jl                                                                                                 78 getindex
   283215         0 @HTTP/src/HTTP.jl                                                                                                           465 request(stack::HTTP.MessageRequest.var"#makerequest#messagelayer##0"{HTTP.MessageRequest.var"#makerequest#1#messagelayer##1"{HTTP.RedirectRequ…
   283471         0 @Zarr/src/Storage/gcstore.jl                                                                                                 80 getindex(s::Zarr.GCStore, k::String)
   283695       480 @HTTP/src/HTTP.jl                                                                                                           463 kwcall(::@NamedTuple{status_exception::Bool}, ::typeof(HTTP.request), stack::Function, method::String, url::String, h::Dict{String, String}, b…
   283695         0 @HTTP/src/HTTP.jl                                                                                                           323 #request#21
   283695         0 @HTTP/src/HTTP.jl                                                                                                           321 request
  4060184         0 @Base/boot.jl                                                                                                               604 new_as_memoryref
  4062216         0 @Base/multidimensional.jl                                                                                                   968 _unsafe_getindex(::IndexLinear, ::Array{Float32, 4}, ::UnitRange{Int64}, ::UnitRange{Int64}, ::UnitRange{Int64}, ::UnitRange{Int64})
  4062216         0 @Base/multidimensional.jl                                                                                                   956 _getindex
  4062216         0 @Base/abstractarray.jl                                                                                                     1342 getindex
  4062216         0 @Zarr/src/ZArray.jl                                                                                                         290 uncompress_to_output!(aout::Array{Float32, 4}, output_base_offsets::NTuple{4, Int64}, z::Zarr.ZArray{Float32, 4, Zarr.BloscCompressor, Zarr.GC…
  4062432         0 @Base/boot.jl                                                                                                               663 Array
  4062464      2304 @Base/boot.jl                                                                                                               657 Array
  4063584         0 @Base/array.jl                                                                                                              377 similar
  4065704         0 @Zarr/src/ZArray.jl                                                                                                         190 readblock!(aout::Array{Float32, 4}, z::Zarr.ZArray{Float32, 4, Zarr.BloscCompressor, Zarr.GCStore}, r::CartesianIndices{4, NTuple{4, UnitRange…
  4066776         0 @Zarr/src/ZArray.jl                                                                                                         259 readblock!
  4066776         0 @DiskArrays/src/indexing.jl                                                                                                 294 readblock_checked!
  4066776         0 @DiskArrays/src/indexing.jl                                                                                                 106 getindex_disk_nobatch!(out::Nothing, a::Zarr.ZArray{Float32, 1, Zarr.BloscCompressor, Zarr.GCStore}, i::Tuple{Colon})
  4066776         0 @MLCondensateDistributions/utils/build_training_data.jl                                                                     137 _load_googleles_cache(ds::Zarr.ZGroup{Zarr.GCStore}, timestep_range::UnitRange{Int64})
  4066776         0 @MLCondensateDistributions/utils/build_training_data.jl                                                                     283 build_tabular(site_id::Int64, month::Int64, experiment::String, output_dir::String; max_timesteps::Int64, timestep_batch_size::Int64, min_h_re…
  4066808         0 @DiskArrays/src/indexing.jl                                                                                                  69 getindex_disk!(out::Nothing, a::Zarr.ZArray{Float32, 1, Zarr.BloscCompressor, Zarr.GCStore}, i::Function)
  4066848         0 @DiskArrays/src/indexing.jl                                                                                                  58 getindex_disk
  4066864        16 @DiskArrays/src/indexing.jl                                                                                                 312 getindex(a::Zarr.ZArray{Float32, 1, Zarr.BloscCompressor, Zarr.GCStore}, i::Function)
  4085465         0 @Base/abstractarray.jl                                                                                                      822 similar
  4141561         0 @MLCondensateDistributions/utils/build_training_data.jl                                                                     211 build_tabular
  4141561         0 /home/jbenjami/Research_Schneider/CliMA/MLCondensateDistributions/experiments/amip_baseline/profile_googleles_pipeline.jl   159 #_profile_pipeline##0
  4141561         0 @Profile/src/Allocs.jl                                                                                                       82 macro expansion
  4141561         0 /home/jbenjami/Research_Schneider/CliMA/MLCondensateDistributions/experiments/amip_baseline/profile_googleles_pipeline.jl   173 (::var"#_profile_pipeline##2#_profile_pipeline##3"{var"#_profile_pipeline##0#_profile_pipeline##1"{String}})()
  4141561         0 /home/jbenjami/Research_Schneider/CliMA/MLCondensateDistributions/experiments/amip_baseline/profile_googleles_pipeline.jl   133 _print_alloc_profile(label::String, f::var"#_profile_pipeline##2#_profile_pipeline##3"{var"#_profile_pipeline##0#_profile_pipeline##1"{String}…
  4141561         0 /home/jbenjami/Research_Schneider/CliMA/MLCondensateDistributions/experiments/amip_baseline/profile_googleles_pipeline.jl   155 _profile_pipeline()
  4141561         0 @Base/boot.jl                                                                                                               489 eval(m::Module, e::Any)
  4141561         0 @Base/loading.jl                                                                                                           2870 include_string(mapexpr::typeof(identity), mod::Module, code::String, filename::String)
  4141561         0 @Base/loading.jl                                                                                                           2930 _include(mapexpr::Function, mod::Module, _path::String)
  4141561         0 @Base/Base.jl                                                                                                               307 include(mapexpr::Function, mod::Module, _path::String)
  4141561         0 @Base/Base.jl                                                                                                               308 (::Base.IncludeInto)(fname::String)
  4141561         0 @Base/client.jl                                                                                                             283 exec_options(opts::Base.JLOptions)
  4141561         0 @Base/client.jl                                                                                                             550 _start()
  4265084   4265084 @Base/boot.jl                                                                                                               588 GenericMemory
131696712         0 @Base/stream.jl                                                                                                             618 alloc_request
131696712         0 @HTTP/src/Streams.jl                                                                                                        288 _alloc_request
131696712         0 @HTTP/src/Streams.jl                                                                                                        315 readbytes!(http::HTTP.Streams.Stream{HTTP.Messages.Response, HTTP.Connections.Connection{OpenSSL.SSLStream}}, buf::IOBuffer, n::Int64)
131711592         0 @Base/iobuffer.jl                                                                                                           544 _resize!(io::IOBuffer, new_size::Int64, exact::Bool)
131711592         0 @Base/iobuffer.jl                                                                                                           654 ensureroom_slowpath(io::IOBuffer, nshort::UInt64, available_bytes::Int64)
131711592         0 @Base/iobuffer.jl                                                                                                           611 ensureroom
131712840         0 @Base/iobuffer.jl                                                                                                           296 _similar_data
131762872         0 @Base/iobuffer.jl                                                                                                           167 StringMemory
131763144         0 @HTTP/src/Streams.jl                                                                                                        343 readall!(http::HTTP.Streams.Stream{HTTP.Messages.Response, HTTP.Connections.Connection{OpenSSL.SSLStream}}, buf::IOBuffer)
131765158 131765158 @Base/strings/string.jl                                                                                                     109 _string_n
131767336         0 @HTTP/src/Streams.jl                                                                                                        329 read
131767336         0 @HTTP/src/clientlayers/StreamRequest.jl                                                                                     177 readbody!(stream::HTTP.Streams.Stream{HTTP.Messages.Response, HTTP.Connections.Connection{OpenSSL.SSLStream}}, res::HTTP.Messages.Response, bu…
131767584         0 @HTTP/src/clientlayers/StreamRequest.jl                                                                                     150 readbody(stream::HTTP.Streams.Stream{HTTP.Messages.Response, HTTP.Connections.Connection{OpenSSL.SSLStream}}, res::HTTP.Messages.Response, dec…
131767584         0 @HTTP/src/clientlayers/StreamRequest.jl                                                                                      61 macro expansion
131944762         0 @ConcurrentUtilities/src/ConcurrentUtilities.jl                                                                              10 (::HTTP.StreamRequest.var"#6#7"{Nothing, Nothing, HTTP.Streams.Stream{HTTP.Messages.Response, HTTP.Connections.Connection{OpenSSL.SSLStream}},…
Total snapshots: 13451
Total bytes: 136387950
