149|1|amip	generated	392424	0	2026-04-03T09:42:29.016
150|1|amip	generated	132161	0	2026-04-03T09:42:29.016
151|1|amip	generated	126509	0	2026-04-03T09:42:29.016
152|1|amip	generated	104985	0	2026-04-03T09:42:29.016
153|1|amip	generated	200177	0	2026-04-03T09:42:29.016
154|1|amip	generated	110459	0	2026-04-03T09:42:29.016
155|1|amip	generated	293631	0	2026-04-03T09:42:29.016
156|1|amip	generated	113986	0	2026-04-03T09:42:29.016
157|1|amip	generated	272667	0	2026-04-03T09:42:29.016
158|1|amip	generated	217956	0	2026-04-03T09:42:29.016
159|1|amip	generated	105745	0	2026-04-03T09:42:29.016
160|1|amip	generated	388219	0	2026-04-03T09:42:29.016
161|1|amip	generated	163655	0	2026-04-03T09:42:29.016
162|1|amip	generated	147038	0	2026-04-03T09:42:29.016
163|1|amip	generated	105163	0	2026-04-03T09:42:29.016
164|1|amip	generated	153493	0	2026-04-03T09:42:29.016
165|1|amip	generated	150318	0	2026-04-03T09:42:29.016
166|1|amip	generated	110307	0	2026-04-03T09:42:29.016
167|1|amip	generated	107078	0	2026-04-03T09:42:29.016
168|1|amip	generated	221003	0	2026-04-03T09:42:29.016
169|1|amip	generated	37285	0	2026-04-03T09:42:29.016
170|1|amip	generated	88263	0	2026-04-03T09:42:29.016
171|1|amip	generated	152686	0	2026-04-03T09:42:29.016
172|1|amip	generated	296532	0	2026-04-03T09:42:29.016
173|1|amip	generated	1816	0	2026-04-03T09:42:29.016
174|1|amip	generated	17717	0	2026-04-03T09:42:29.016
175|1|amip	generated	101570	0	2026-04-03T09:42:29.016
176|1|amip	generated	157776	0	2026-04-03T09:42:29.016
177|1|amip	generated	137666	0	2026-04-03T09:42:29.016
178|1|amip	generated	446771	0	2026-04-03T09:42:29.016
179|1|amip	generated	168384	0	2026-04-03T09:42:29.017
180|1|amip	generated	72007	0	2026-04-03T09:42:29.017
181|1|amip	generated	81666	0	2026-04-03T09:42:29.017
182|1|amip	generated	182146	0	2026-04-03T09:42:29.017
183|1|amip	generated	83769	0	2026-04-03T09:42:29.017
184|1|amip	generated	49843	0	2026-04-03T09:42:29.017
185|1|amip	generated	50084	0	2026-04-03T09:42:29.017
186|1|amip	generated	260965	0	2026-04-03T09:42:29.017
187|1|amip	generated	9716	0	2026-04-03T09:42:29.017
188|1|amip	generated	185632	0	2026-04-03T09:42:29.017
189|1|amip	generated	60672	0	2026-04-03T09:42:29.017
190|1|amip	generated	114126	0	2026-04-03T09:42:29.017
191|1|amip	generated	213799	0	2026-04-03T09:42:29.017
192|1|amip	generated	13299	0	2026-04-03T09:42:29.017
193|1|amip	generated	386400	0	2026-04-03T09:42:29.017
194|1|amip	generated	438338	0	2026-04-03T09:42:29.017
195|1|amip	generated	135288	0	2026-04-03T09:42:29.017
196|1|amip	generated	450584	0	2026-04-03T09:42:29.017
197|1|amip	generated	130148	0	2026-04-03T09:42:29.017
198|1|amip	generated	4745	0	2026-04-03T09:42:29.017
199|1|amip	generated	125377	0	2026-04-03T09:42:29.017
200|1|amip	generated	109626	0	2026-04-03T09:42:29.017
201|1|amip	generated	140438	0	2026-04-03T09:42:29.017
202|1|amip	generated	375695	0	2026-04-03T09:42:29.017
203|1|amip	generated	108216	0	2026-04-03T09:42:29.017
204|1|amip	generated	147983	0	2026-04-03T09:42:29.017
205|1|amip	generated	116868	0	2026-04-03T09:42:29.017
206|1|amip	generated	115653	0	2026-04-03T09:42:29.017
207|1|amip	generated	156673	0	2026-04-03T09:42:29.017
208|1|amip	generated	105325	0	2026-04-03T09:42:29.017
209|1|amip	generated	456119	0	2026-04-03T09:42:29.017
210|1|amip	generated	96080	0	2026-04-03T09:42:29.017
