label=process_abstract_chunk repeated kernel
samples=71 sample_rate=0.05
format=flat sortedby=count mincount=5

 Count  Overhead File                                                                                                                        Line Function
   128         0 @MLCondensateDistributions/utils/dataset_builder.jl                                                                         165 process_abstract_chunk(fine_fields::Dict{String, AbstractArray{Float32, 3}}, metadata::Dict{Symbol, Any}, spatial_info::Dict{Symbol, Any})
   128         0 @MLCondensateDistributions/utils/dataset_builder.jl                                                                         173 process_abstract_chunk(fine_fields::Dict{String, AbstractArray{Float32, 3}}, metadata::Dict{Symbol, Any}, spatial_info::Dict{Symbol, Any})
   144         0 @MLCondensateDistributions/utils/dataset_builder.jl                                                                         163 process_abstract_chunk(fine_fields::Dict{String, AbstractArray{Float32, 3}}, metadata::Dict{Symbol, Any}, spatial_info::Dict{Symbol, Any})
   160         0 @MLCondensateDistributions/utils/dataset_builder.jl                                                                         171 process_abstract_chunk(fine_fields::Dict{String, AbstractArray{Float32, 3}}, metadata::Dict{Symbol, Any}, spatial_info::Dict{Symbol, Any})
   160         0 @MLCondensateDistributions/utils/dataset_builder.jl                                                                         187 process_abstract_chunk(fine_fields::Dict{String, AbstractArray{Float32, 3}}, metadata::Dict{Symbol, Any}, spatial_info::Dict{Symbol, Any})
   160         0 @MLCondensateDistributions/utils/dataset_builder.jl                                                                         189 process_abstract_chunk(fine_fields::Dict{String, AbstractArray{Float32, 3}}, metadata::Dict{Symbol, Any}, spatial_info::Dict{Symbol, Any})
   160       160 @Base/dict.jl                                                                                                                80 Dict
   176         0 @Base/boot.jl                                                                                                               660 Array
   176         0 @Base/abstractarray.jl                                                                                                      867 similar
   176         0 @Base/abstractarray.jl                                                                                                      866 similar
   176         0 @Base/broadcast.jl                                                                                                          228 similar
   176         0 @Base/broadcast.jl                                                                                                          227 similar
   176         0 @Base/broadcast.jl                                                                                                          919 copy
   176         0 @Base/broadcast.jl                                                                                                          894 materialize(bc::Base.Broadcast.Broadcasted{Base.Broadcast.DefaultArrayStyle{1}, Nothing, Type{Float32}, Tuple{Vector{Float32}}})
   176        64 @DataFrames/src/dataframe/dataframe.jl                                                                                      196 DataFrames.DataFrame(columns::Vector{Any}, colindex::DataFrames.Index; copycols::Bool)
   208        32 @MLCondensateDistributions/utils/dataset_builder.jl                                                                         193 process_abstract_chunk(fine_fields::Dict{String, AbstractArray{Float32, 3}}, metadata::Dict{Symbol, Any}, spatial_info::Dict{Symbol, Any})
   208         0 @MLCondensateDistributions/utils/dataset_builder.jl                                                                         133 process_abstract_chunk(fine_fields::Dict{String, AbstractArray{Float32, 3}}, metadata::Dict{Symbol, Any}, spatial_info::Dict{Symbol, Any})
   224       224 @Base/boot.jl                                                                                                               648 Array
   224         0 @DataFrames/src/other/index.jl                                                                                               32 Index
   224         0 @MLCondensateDistributions/utils/dataset_builder.jl                                                                         158 process_abstract_chunk(fine_fields::Dict{String, AbstractArray{Float32, 3}}, metadata::Dict{Symbol, Any}, spatial_info::Dict{Symbol, Any})
   256         0 @MLCondensateDistributions/utils/dataset_builder.jl                                                                         180 process_abstract_chunk(fine_fields::Dict{String, AbstractArray{Float32, 3}}, metadata::Dict{Symbol, Any}, spatial_info::Dict{Symbol, Any})
   256         0 @MLCondensateDistributions/utils/dataset_builder.jl                                                                         186 process_abstract_chunk(fine_fields::Dict{String, AbstractArray{Float32, 3}}, metadata::Dict{Symbol, Any}, spatial_info::Dict{Symbol, Any})
   288         0 @MLCondensateDistributions/utils/dataset_builder.jl                                                                         169 process_abstract_chunk(fine_fields::Dict{String, AbstractArray{Float32, 3}}, metadata::Dict{Symbol, Any}, spatial_info::Dict{Symbol, Any})
   304         0 @MLCondensateDistributions/utils/dataset_builder.jl                                                                         166 process_abstract_chunk(fine_fields::Dict{String, AbstractArray{Float32, 3}}, metadata::Dict{Symbol, Any}, spatial_info::Dict{Symbol, Any})
  1136         0 @Base/abstractarray.jl                                                                                                      823 similar
  1136         0 @MLCondensateDistributions/utils/coarse_graining.jl                                                                          52 cg_horizontal_factor(field::Array{Float32, 3}, factor::Int64)
  2160         0 @Base/abstractarray.jl                                                                                                      824 similar
  2160         0 @MLCondensateDistributions/utils/coarse_graining.jl                                                                          88 cg_horizontal_product_factor(x::Array{Float32, 3}, y::Array{Float32, 3}, factor::Int64)
  2240         0 @Base/boot.jl                                                                                                               604 new_as_memoryref
  2320      2320 @Base/boot.jl                                                                                                               588 GenericMemory
  3296      1056 @Base/boot.jl                                                                                                               654 Array
  3296         0 @Base/boot.jl                                                                                                               662 Array
  3296         0 @Base/array.jl                                                                                                              377 similar
  3992         0 /home/jbenjami/Research_Schneider/CliMA/MLCondensateDistributions/experiments/amip_baseline/profile_googleles_pipeline.jl   229 (::var"#_profile_chunk_kernel##0#_profile_chunk_kernel##1")()
  3992         0 @Profile/src/Allocs.jl                                                                                                       82 macro expansion
  3992         0 /home/jbenjami/Research_Schneider/CliMA/MLCondensateDistributions/experiments/amip_baseline/profile_googleles_pipeline.jl   236 (::var"#_profile_chunk_kernel##2#_profile_chunk_kernel##3"{var"#_profile_chunk_kernel##0#_profile_chunk_kernel##1"})()
  3992         0 /home/jbenjami/Research_Schneider/CliMA/MLCondensateDistributions/experiments/amip_baseline/profile_googleles_pipeline.jl   133 _print_alloc_profile(label::String, f::var"#_profile_chunk_kernel##2#_profile_chunk_kernel##3"{var"#_profile_chunk_kernel##0#_profile_chunk_ker…
  3992         0 /home/jbenjami/Research_Schneider/CliMA/MLCondensateDistributions/experiments/amip_baseline/profile_googleles_pipeline.jl   178 _profile_chunk_kernel()
  3992         0 @Base/boot.jl                                                                                                               489 eval(m::Module, e::Any)
  3992         0 @Base/loading.jl                                                                                                           2870 include_string(mapexpr::typeof(identity), mod::Module, code::String, filename::String)
  3992         0 @Base/loading.jl                                                                                                           2930 _include(mapexpr::Function, mod::Module, _path::String)
  3992         0 @Base/Base.jl                                                                                                               307 include(mapexpr::Function, mod::Module, _path::String)
  3992         0 @Base/Base.jl                                                                                                               308 (::Base.IncludeInto)(fname::String)
  3992         0 @Base/client.jl                                                                                                             283 exec_options(opts::Base.JLOptions)
  3992         0 @Base/client.jl                                                                                                             550 _start()
Total snapshots: 71
Total bytes: 3992
